StateAbbr,PlaceName,PlaceFIPS,Population2010,Lack of Health Insurance,Arthritis,Binge Drinking,High Blood Pressure,Blood Pressure Medication,Cancer,Asthma,Coronary Heart Disease,Annual Checkup,Cholesterol Screening,Colonoscopy,Chronic obstructive pulmonary disease,Preventive Services (Older Men),Preventive Services (Older Women),Smoking,Dental Visit,Diabetes,High Cholesterol,Kidney Disease,Physical Inactivity,Mammography,Poor Mental Health,Obesity,Cervical Cancer Screening,Poor Physical Health,Sleep < 7 hrs,Stroke,Teethlost,Geolocation
FL,Miami,1245000,399457,37.0,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22.0,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"(25.78229589700, -80.2215647762)"
FL,Miami Beach,1245025,87779,23.9,19.7,17.0,28.5,59.3,5.5,7.4,6.0,71.3,73.4,62.2,5.2,27.3,26.4,15.1,66.6,10.3,34.7,3.1,23.4,79.0,11.6,25.8,81.1,11.8,32.8,2.5,10.0,"(25.81671016140, -80.1341952652)"
FL,Miami Gardens,1245060,107167,28.9,24.6,12.9,38.4,66.6,5.1,10.3,6.9,77.4,75.2,60.7,7.3,21.1,22.2,21.9,53.0,14.6,33.5,4.0,31.4,80.9,15.3,35.5,80.1,15.2,43.7,4.4,18.3,"(25.94326338710, -80.2425332162)"
FL,Miramar,1245975,122041,21.0,21.7,16.2,31.3,62.3,5.2,8.3,5.5,76.5,77.1,66.3,5.1,27.6,26.2,14.6,64.5,11.3,31.9,3.5,22.4,83.3,11.5,27.5,84.5,10.9,39.6,3.0,11.1,"(25.97732882330, -80.3357316003)"
FL,Orlando,1253000,238300,22.9,24.4,16.8,33.2,61.7,5.9,9.2,6.5,70.5,74.6,63.9,7.0,27.3,30.0,18.9,57.9,11.2,33.5,3.4,26.3,79.8,13.5,28.6,79.2,13.2,36.0,3.4,16.2,"(28.48006467710, -81.3452411179)"
FL,Palm Bay,1254000,103190,21.1,25.5,19.6,30.7,60.4,6.3,9.3,6.5,70.7,74.5,63.2,7.6,31.5,29.4,23.1,57.6,10.1,34.2,3.0,24.9,78.9,14.1,27.0,79.8,13.0,39.5,3.1,16.0,"(27.98382552490, -80.6666722846)"
FL,Palm Coast,1254200,75180,19.5,24.8,18.5,30.1,60.9,6.5,9.0,6.4,69.6,75.7,65.2,7.3,36.3,28.7,20.8,60.7,9.3,33.3,3.0,23.2,78.7,13.7,26.1,79.3,12.5,35.6,2.9,14.0,"(29.54055909760, -81.2508206143)"
FL,Pembroke Pines,1255775,154750,19.8,21.1,17.6,27.6,59.5,5.7,7.7,5.5,74.5,77.1,66.3,5.1,29.6,26.9,13.8,67.6,9.8,32.1,3.1,21.0,81.8,11.0,24.7,84.5,10.5,36.5,2.5,11.0,"(26.01273875340, -80.3384522664)"
FL,Plantation,1257425,84955,16.5,21.5,18.3,27.6,59.9,6.2,8.0,5.4,74.4,77.5,68.7,5.3,32.3,30.4,14.6,69.5,8.5,32.0,2.9,19.0,81.9,11.1,23.7,84.2,9.9,35.7,2.5,9.1,"(26.12598539230, -80.2616762465)"
FL,Pompano Beach,1258050,99845,26.8,24.7,16.5,31.7,62.9,6.2,9.4,6.8,72.9,74.9,61.8,8.0,30.1,27.1,21.8,55.9,10.9,33.3,3.4,26.6,78.1,15.0,29.4,78.0,14.3,40.0,3.5,14.1,"(26.24283356990, -80.1312451610)"
FL,Port St. Lucie,1258715,164603,21.1,24.0,18.8,31.0,61.7,6.3,9.0,6.4,70.9,76.7,65.3,7.2,33.1,31.0,21.2,60.3,9.6,34.4,3.1,23.4,78.8,13.7,27.3,79.5,12.6,37.1,3.0,14.2,"(27.28086803080, -80.3832154574)"
FL,St. Petersburg,1263000,244769,19.2,24.7,19.5,32.4,61.8,6.5,9.1,6.4,71.3,75.9,65.0,7.2,34.3,33.3,22.3,57.8,9.7,34.6,2.9,21.5,78.7,13.4,29.0,79.9,12.4,38.3,3.1,15.2,"(27.79289497100, -82.6650743239)"
FL,Sunrise,1269700,84439,21.4,23.0,16.9,29.9,61.7,5.8,8.7,6.0,74.8,76.9,63.9,6.3,28.7,26.1,17.2,62.6,10.6,32.3,3.3,23.5,80.4,12.7,27.1,82.2,12.0,38.9,3.0,12.8,"(26.15468783030, -80.2998411020)"
FL,Tallahassee,1270600,181376,19.3,24.3,17.4,31.7,64.5,6.3,9.4,5.9,72.2,77.8,68.6,6.7,36.1,33.1,18.9,63.5,9.9,33.4,3.1,21.7,80.2,13.2,28.7,80.9,12.1,36.6,3.2,12.1,"(30.45489512110, -84.2526459938)"
FL,Tampa,1271000,335709,22.6,23.7,17.5,36.3,63.7,6.0,9.3,6.5,70.8,74.9,62.5,7.1,31.1,29.8,19.9,56.1,11.5,34.2,3.2,23.3,77.6,13.7,30.6,79.6,13.4,37.9,3.4,16.7,"(27.99619804100, -82.4450349799)"
FL,West Palm Beach,1276600,99919,24.0,23.6,16.1,34.4,63.5,6.1,9.0,6.5,72.6,76.5,64.6,7.0,32.9,28.4,19.5,59.9,11.0,35.8,3.3,24.9,78.0,13.5,27.2,81.4,13.4,40.6,3.3,13.3,"(26.74787146550, -80.1337397544)"
GA,Albany,1301052,77434,29.5,29.5,10.9,45.7,69.3,5.7,11.6,7.2,75.8,72.8,60.0,9.2,29.1,25.6,23.7,48.5,15.9,35.5,3.8,33.1,78.7,16.2,40.4,78.6,17.4,46.9,5.0,25.5,"(31.57760367660, -84.1763240815)"
GA,Athens,1303440,115452,23.2,25.9,13.2,36.6,65.6,5.9,9.6,6.4,72.3,73.8,61.5,7.4,32.3,29.0,18.9,58.1,12.3,35.6,3.3,26.5,77.9,13.5,32.2,79.4,14.0,38.5,3.6,18.3,"(33.95081706830, -83.3689417445)"
GA,Atlanta,1304000,420003,19.7,23.5,14.1,36.1,63.9,5.7,9.4,6.1,76.2,78.1,63.3,6.5,29.7,28.1,16.6,62.6,13.5,31.7,3.4,22.4,80.7,12.0,31.6,84.2,12.8,40.4,4.1,19.2,"(33.76265246830, -84.4231419055)"
GA,Augusta,1304204,195844,24.2,27.6,12.5,41.9,66.9,5.8,10.2,6.7,75.7,74.6,62.7,8.0,32.4,26.6,21.8,53.4,14.4,33.5,3.5,28.1,79.9,14.3,36.0,81.9,14.9,44.1,4.2,22.8,"(33.36445615270, -82.0708396775)"
GA,Columbus,1319000,189885,22.5,26.4,13.5,38.7,66.0,5.8,9.8,6.3,73.5,76.0,62.3,7.3,28.6,31.2,20.3,58.6,13.3,33.5,3.4,25.8,79.7,13.4,33.2,82.2,13.8,42.9,3.8,19.4,"(32.50996148520, -84.8770410586)"
GA,Johns Creek,1342425,76728,10.4,18.1,15.8,25.8,57.3,5.9,6.8,4.2,75.1,80.1,71.3,3.7,37.9,39.4,10.1,78.6,7.4,30.7,2.4,14.1,82.4,7.8,19.0,86.6,7.3,32.9,1.9,7.2,"(34.03329919980, -84.2027195506)"
GA,Macon,1349000,91351,30.0,29.9,11.2,44.0,69.2,5.6,11.8,7.4,74.3,73.0,57.9,9.6,29.2,22.9,25.9,45.9,16.6,37.3,3.8,34.5,76.0,16.6,42.9,77.0,18.2,46.0,5.2,28.5,"(32.83204176920, -83.6495823768)"
GA,Roswell,1367284,88346,15.3,19.7,16.9,26.8,57.9,6.2,7.5,4.7,74.1,79.5,70.6,4.4,38.3,38.6,12.2,74.8,7.9,30.9,2.6,15.7,81.5,9.3,23.3,87.1,8.8,33.4,2.1,8.2,"(34.03913845830, -84.3512225277)"
GA,Sandy Springs,1368516,93853,14.6,20.1,15.8,28.3,59.5,6.2,7.8,4.8,75.0,79.3,70.1,4.6,38.4,37.7,12.3,74.0,8.2,31.1,2.7,15.9,81.4,9.4,24.2,86.8,9.0,34.3,2.3,8.6,"(33.93666698670, -84.3703197084)"
GA,Savannah,1369000,136286,23.5,26.9,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21.0,54.3,14.0,37.0,3.5,26.9,77.5,13.9,36.0,81.5,14.5,44.6,4.2,22.0,"(32.02836151570, -81.1783435493)"
GA,Warner Robins,1380508,66588,21.7,26.7,13.3,37.8,64.8,5.9,9.6,6.5,75.1,75.9,62.9,7.6,33.4,27.7,19.3,57.7,12.5,35.0,3.3,26.9,79.1,13.3,33.6,81.9,13.7,40.7,3.6,20.1,"(32.59851136090, -83.6530271267)"
HI,Honolulu,15003,953207,11.4,17.7,19.0,26.4,57.4,5.0,8.6,4.1,65.5,71.6,63.2,3.7,30.6,32.9,15.5,69.8,9.1,30.2,3.6,22.2,80.0,8.9,22.1,76.2,8.8,48.0,2.5,7.0,"(21.45880393050, -157.973296737)"
ID,Boise City,1608830,205671,16.4,22.6,15.8,27.6,52.4,6.2,8.9,5.4,60.6,70.6,63.3,5.0,32.3,31.4,16.4,66.6,6.9,31.6,2.2,16.4,72.3,10.4,25.8,78.3,10.0,28.9,2.6,13.0,"(43.59843438970, -116.230885189)"
ID,Meridian,1652120,75092,14.8,22.1,16.6,26.5,51.6,6.2,8.7,5.2,61.1,71.8,64.9,4.7,32.8,32.6,15.9,69.0,6.6,31.1,2.2,15.5,73.4,10.0,24.8,80.2,9.3,28.5,2.4,12.3,"(43.61851953830, -116.397584870)"
ID,Nampa,1656260,81557,27.1,25.1,14.2,30.8,54.2,5.9,9.7,6.5,54.8,64.2,51.2,6.8,29.3,24.1,21.0,56.0,9.2,34.9,2.6,23.3,62.8,13.3,35.1,70.2,14.1,34.3,3.3,18.2,"(43.58293156810, -116.564145085)"
IL,Arlington Heights,1702154,75101,8.1,20.6,23.6,23.7,57.3,6.0,8.3,4.6,69.0,75.2,67.8,4.2,38.5,35.1,14.1,73.6,6.6,30.3,2.1,17.0,79.8,8.6,21.5,83.9,8.1,30.2,2.0,8.6,"(42.09562334200, -87.9825627457)"
IL,Aurora,1703012,197899,19.8,23.7,18.5,29.9,59.7,5.5,9.5,6.3,65.3,71.4,56.3,6.1,31.3,25.6,17.6,60.5,11.1,33.4,2.8,27.0,72.5,11.8,32.0,80.7,13.2,35.5,3.1,19.2,"(41.76377508370, -88.2900949057)"
IL,Bloomington,1706613,76610,10.7,23.0,19.5,27.8,59.4,6.0,9.3,5.6,65.6,74.2,63.0,5.6,35.6,30.4,16.9,68.1,8.3,33.0,2.4,21.7,76.7,10.4,29.1,82.0,10.3,33.1,2.6,13.9,"(40.47567783660, -88.9700813515)"
IL,Bolingbrook,1707133,73366,13.3,23.3,19.2,30.5,59.9,5.4,9.0,5.5,67.1,73.7,61.4,5.1,30.4,25.9,16.2,66.4,10.1,32.1,2.5,23.8,76.4,10.0,31.8,81.7,10.5,37.8,2.7,14.5,"(41.69116539080, -88.1011218035)"
IL,Champaign,1712385,81055,12.5,23.1,18.6,29.6,61.9,5.9,9.5,5.6,66.3,72.7,61.5,5.6,36.2,30.0,16.8,64.0,9.1,33.0,2.4,22.4,76.4,10.8,30.2,79.6,10.8,33.6,2.8,13.1,"(40.11510513610, -88.2729845986)"
IL,Chicago,1714000,2695598,18.8,24.2,18.7,31.5,62.9,5.3,10.2,6.0,69.9,72.1,56.9,6.1,29.9,25.3,19.1,56.4,12.4,31.5,3.0,27.6,77.0,12.1,31.3,78.6,13.5,37.4,3.7,18.5,"(41.83729506150, -87.6862308732)"
IL,Cicero,1714351,83891,32.6,23.8,18.5,28.0,59.0,4.8,9.4,6.9,65.3,69.4,48.1,6.2,28.0,21.7,19.9,47.4,14.0,32.7,3.3,34.8,72.0,13.5,33.9,75.6,16.6,37.1,3.4,20.9,"(41.84453914300, -87.7592873023)"
IL,Decatur,1718823,76122,15.7,26.8,18.4,33.6,63.2,6.0,11.0,6.5,66.4,71.0,57.5,7.6,33.9,27.7,23.4,56.6,10.6,32.8,2.7,28.1,73.7,13.6,35.3,77.5,13.9,36.6,3.4,18.6,"(39.85558226450, -88.9336983421)"
IL,Elgin,1723074,108188,18.4,23.4,19.7,28.8,59.3,5.5,9.2,6.0,65.7,71.0,58.1,5.9,33.3,28.1,17.7,62.1,10.2,33.1,2.6,25.8,72.8,11.4,30.8,80.7,12.4,35.1,2.8,15.8,"(42.03854024720, -88.3224947104)"
IL,Evanston,1724582,74486,9.3,21.1,20.9,27.1,60.1,5.8,8.9,4.7,70.4,74.0,66.9,4.2,36.9,32.6,13.6,70.7,7.9,30.6,2.3,18.0,80.6,8.9,24.0,83.4,8.7,32.0,2.4,9.6,"(42.04630996490, -87.6940348773)"
IL,Joliet,1738570,147433,16.7,25.2,19.8,30.8,60.2,5.7,9.8,6.2,65.5,73.0,58.5,6.2,30.5,25.4,19.5,62.1,10.7,32.5,2.7,26.4,74.0,11.8,35.2,80.3,12.6,38.1,3.0,16.9,"(41.52063900370, -88.1507097756)"
IL,Naperville,1751622,141853,7.0,20.0,20.6,25.7,57.3,5.8,8.1,4.5,67.2,76.1,67.4,3.7,38.3,33.9,11.3,76.4,6.7,31.9,2.1,15.9,79.7,7.8,22.7,85.2,7.4,30.5,1.9,8.2,"(41.74820011450, -88.1657705099)"
IL,Palatine,1757225,68557,11.3,20.9,22.2,24.5,57.9,5.8,8.4,4.8,68.6,74.0,65.5,4.5,37.4,33.7,14.9,69.7,7.4,30.7,2.2,19.3,78.8,9.3,22.8,82.0,9.1,31.4,2.2,9.8,"(42.11806636950, -88.0429898820)"
IL,Peoria,1759000,115007,14.5,25.3,18.4,33.0,62.1,5.8,10.6,6.2,66.8,72.5,58.8,6.8,30.5,27.4,20.0,61.0,10.4,32.6,2.7,25.6,76.6,12.4,34.2,79.5,12.7,37.1,3.3,16.9,"(40.75156841460, -89.6152554580)"
IL,Rockford,1765000,152871,19.1,25.6,18.0,33.8,62.7,5.8,11.0,6.7,64.4,70.5,55.0,7.8,30.2,25.5,22.4,53.7,11.2,35.2,2.9,31.1,69.8,13.9,37.5,77.3,15.0,37.3,3.5,20.1,"(42.26331800150, -89.0625958362)"
IL,Schaumburg,1768003,74227,9.0,20.7,21.6,24.1,57.9,5.7,8.2,4.6,69.3,74.6,65.5,4.4,36.7,33.5,14.4,70.9,7.3,30.5,2.1,19.1,79.1,8.8,21.1,81.5,8.6,32.1,2.2,10.2,"(42.03054887550, -88.0838663543)"
IL,Springfield,1772000,116250,12.7,25.0,19.1,32.9,63.0,6.0,10.3,5.9,65.5,73.7,60.3,6.5,35.9,31.1,19.9,62.8,9.3,31.8,2.5,24.7,74.4,11.9,32.2,80.3,11.9,34.8,2.9,15.3,"(39.77164733220, -89.6540780049)"
IL,Waukegan,1779293,89078,25.9,23.9,16.4,31.6,62.0,5.2,10.3,6.9,64.6,72.1,53.4,7.0,24.5,23.2,20.3,52.7,13.1,32.6,3.1,32.6,74.1,13.4,35.6,77.3,15.6,37.3,3.7,22.6,"(42.37029555820, -87.8712595095)"
IN,Bloomington,1805860,80405,16.5,25.6,13.9,32.8,62.6,6.2,10.2,6.3,62.2,70.6,61.7,7.3,32.2,27.8,19.8,62.0,9.3,35.1,2.5,23.1,71.9,12.6,29.0,75.7,12.5,35.1,2.8,13.8,"(39.16374582210, -86.5257124351)"
IN,Carmel,1810342,79191,7.7,19.8,17.1,28.0,61.7,6.2,8.3,4.7,68.7,78.4,71.6,4.3,37.4,34.7,11.8,79.7,6.8,31.0,2.1,15.0,79.7,8.3,24.6,86.5,7.1,29.0,1.9,8.0,"(39.96584046130, -86.1461278461)"
IN,Evansville,1822000,117429,18.2,29.0,15.8,35.9,65.0,6.1,11.0,6.9,71.1,72.2,63.1,9.0,31.9,29.1,25.3,59.6,10.5,33.8,2.8,28.9,74.3,14.4,35.1,77.8,14.3,39.3,3.3,18.7,"(37.98671580260, -87.5382707310)"
IN,Fishers,1823278,76794,8.1,20.2,17.5,28.3,61.9,6.2,8.6,4.8,68.8,78.8,71.3,4.4,37.1,34.8,12.6,79.1,7.1,30.9,2.1,15.4,79.6,8.7,25.7,86.9,7.4,29.6,1.9,8.0,"(39.95876352630, -85.9693107020)"
IN,Fort Wayne,1825000,253691,18.9,26.0,14.9,31.1,64.5,6.1,10.5,6.5,61.0,71.4,59.3,7.8,31.2,25.9,23.7,62.7,10.8,32.9,2.7,26.2,69.9,13.3,33.4,75.8,12.8,36.3,3.1,16.0,"(41.08849204170, -85.1435898792)"
IN,Gary,1827000,80294,28.6,31.1,10.3,47.8,69.4,5.2,13.5,7.9,71.0,70.7,46.3,10.2,18.8,16.6,31.4,38.8,18.2,33.9,3.8,37.3,70.6,17.3,46.9,71.7,18.3,52.0,5.6,30.4,"(41.59047792390, -87.3472907397)"
IN,Hammond,1831000,80830,27.3,27.5,13.7,36.4,63.3,5.6,10.9,7.3,64.3,70.2,47.2,8.9,24.2,21.0,27.2,48.5,13.0,34.4,3.0,32.2,66.5,15.0,37.5,72.4,15.8,43.6,3.6,22.7,"(41.61714428280, -87.4909551115)"
IN,Indianapolis,1836003,820445,20.0,27.1,14.9,32.9,63.4,5.7,11.5,6.6,66.1,71.6,62.0,8.4,36.3,31.4,23.9,60.1,11.2,34.1,2.9,27.6,75.1,13.8,34.9,77.0,13.7,39.2,3.5,18.9,"(39.77712210750, -86.1457821520)"
IN,Lafayette,1840788,67140,18.6,26.2,14.8,31.5,62.8,6.2,10.5,6.7,64.0,72.8,59.1,8.2,27.3,30.1,23.2,58.9,9.7,35.0,2.8,25.4,68.4,13.6,31.8,74.4,13.3,38.0,3.0,17.4,"(40.39942852850, -86.8617007404)"
IN,Muncie,1851876,70085,21.1,30.0,13.1,36.5,65.3,6.2,11.8,7.4,64.9,69.8,54.8,10.1,30.9,27.9,27.9,53.8,11.5,34.8,2.9,30.8,69.9,15.9,36.7,72.2,15.8,39.5,3.6,20.1,"(40.19870983240, -85.3942940148)"
IN,South Bend,1871000,101168,22.9,27.8,13.6,34.4,65.4,6.0,11.5,7.0,61.2,70.8,56.3,8.7,29.1,27.8,25.0,54.2,12.1,34.4,2.9,29.6,69.9,14.9,37.3,74.3,15.0,40.6,3.7,20.8,"(41.67699145490, -86.2690372417)"
IA,Cedar Rapids,1912000,126326,9.2,22.8,20.5,28.1,60.2,6.2,8.4,5.4,69.5,74.7,68.2,5.3,35.3,35.2,18.7,70.2,8.4,36.0,2.4,23.1,83.0,9.4,32.0,85.2,9.6,29.0,2.5,13.5,"(41.96672925800, -91.6781679349)"
IA,Davenport,1919000,99685,11.3,23.2,20.9,29.3,60.7,6.0,8.6,5.7,71.4,72.7,64.1,5.6,34.9,34.4,20.9,67.5,9.1,35.1,2.5,23.4,81.1,10.1,33.3,82.4,10.5,33.2,2.8,14.5,"(41.55579268760, -90.6051730163)"
IA,Des Moines,1921000,203433,13.0,24.9,18.3,31.2,60.2,5.8,8.5,5.9,69.1,75.2,62.3,6.1,38.7,32.6,22.9,65.1,9.7,36.4,2.4,25.2,79.3,10.5,32.6,82.2,11.3,31.3,3.0,15.0,"(41.57413495250, -93.6165066086)"
IA,Iowa City,1938595,67862,9.3,21.5,20.1,27.6,60.7,6.0,8.3,5.3,68.5,74.0,66.5,4.8,36.9,34.0,16.3,71.1,8.0,31.6,2.3,19.9,79.4,8.9,28.5,83.4,9.2,27.4,2.5,10.2,"(41.65589503320, -91.5308854927)"
IA,Sioux City,1973335,82684,14.1,24.2,19.7,30.3,60.6,5.9,8.7,6.0,70.9,69.6,62.9,6.3,38.4,33.7,22.8,62.9,9.7,35.3,2.6,27.7,77.0,10.8,35.5,80.3,11.7,33.2,2.9,16.5,"(42.49631490390, -96.3913834837)"
IA,Waterloo,1982425,68406,12.9,24.9,21.1,30.0,61.8,6.0,9.0,6.2,70.2,71.6,63.7,6.3,35.7,33.2,21.6,64.0,9.8,35.0,2.6,25.3,80.0,10.9,35.3,82.8,11.3,33.5,3.1,16.1,"(42.49197369320, -92.3521759342)"
KS,Kansas City,2036000,145786,28.4,26.2,14.3,36.4,59.9,5.7,10.4,6.8,65.9,67.4,53.8,8.2,25.0,27.0,25.2,53.4,13.4,32.2,3.2,32.2,74.8,12.6,38.2,76.8,14.2,36.5,4.0,24.3,"(39.12346214090, -94.7441921112)"
KS,Lawrence,2038900,87643,13.9,21.3,16.8,26.1,60.5,6.4,9.4,5.5,67.8,72.2,65.2,5.9,40.0,39.1,17.3,68.0,8.4,31.1,2.3,20.2,78.1,9.5,28.2,81.4,9.6,28.2,2.6,12.1,"(38.95993029240, -95.2628259088)"
KS,Olathe,2052575,125872,12.2,21.0,18.0,26.7,60.9,6.4,8.0,4.9,69.3,77.5,68.5,5.0,43.6,36.0,15.2,75.2,8.0,32.2,2.3,19.6,81.0,8.4,27.3,85.6,8.2,27.7,2.3,10.9,"(38.88469302100, -94.8192070197)"
KS,Overland Park,2053775,173372,9.8,19.9,17.9,26.0,60.5,6.5,7.7,4.5,69.9,78.0,70.5,4.3,45.1,38.0,12.9,78.7,7.2,31.9,2.1,17.1,82.2,7.4,25.3,86.7,7.1,26.4,2.1,8.5,"(38.88729225750, -94.6872267067)"
KS,Topeka,2071000,127473,20.0,25.2,14.6,32.1,62.3,6.2,10.0,6.0,67.1,70.6,63.4,7.2,38.2,39.6,24.1,64.6,10.8,34.0,2.6,26.1,75.9,11.0,34.9,79.2,11.5,31.4,3.1,16.5,"(39.03595499110, -95.6954155341)"
KS,Wichita,2079000,382368,20.0,24.4,13.9,32.3,61.2,6.2,9.6,6.1,67.9,70.6,64.3,6.8,33.3,32.3,20.8,63.2,11.1,34.0,2.7,25.8,74.5,10.8,34.3,81.0,11.6,32.7,3.1,17.9,"(37.69056147800, -97.3429366807)"
KY,Lexington,2146027,295803,10.4,27.7,12.4,36.2,63.9,6.6,11.1,7.2,73.0,75.3,69.6,8.3,40.4,43.8,23.2,64.8,10.8,36.2,3.2,26.3,81.9,12.3,30.8,81.9,13.7,37.4,3.0,19.2,"(38.04232540220, -84.4587259608)"
KY,Louisville,2148006,597337,11.4,29.6,14.6,35.2,67.2,6.5,11.7,7.5,73.3,75.7,67.6,9.5,38.0,38.3,25.5,60.1,11.4,35.0,3.2,27.8,80.8,13.3,32.9,80.7,14.2,37.8,3.3,18.8,"(38.17776899180, -85.6664099974)"
LA,Baton Rouge,2205000,229493,22.9,25.8,15.7,41.6,68.3,5.9,8.9,7.7,77.0,74.5,62.3,7.1,39.3,32.7,22.8,56.2,12.6,32.8,3.0,30.4,79.8,13.6,36.8,82.3,14.4,36.6,4.0,19.2,"(30.45108916790, -91.1263551997)"
LA,Kenner,2239475,66702,23.0,23.1,17.6,35.6,64.1,5.8,7.9,7.2,75.1,73.8,63.7,6.2,35.9,35.0,21.0,59.7,10.6,33.4,2.7,29.1,82.4,12.4,36.7,84.5,13.3,37.6,3.1,16.5,"(30.01069372010, -90.2550320135)"
LA,Lafayette,2240735,120623,20.4,24.8,17.2,36.7,66.9,6.1,8.7,7.5,74.5,72.5,63.0,6.9,35.1,35.5,23.8,59.6,10.6,32.8,2.9,27.8,77.9,13.0,34.1,81.4,13.6,35.0,3.4,18.1,"(30.21205828150, -92.0317532321)"
LA,Lake Charles,2241155,71993,25.3,27.3,15.3,42.4,68.3,6.0,9.2,8.0,76.9,73.4,60.7,7.8,32.1,33.5,28.0,49.9,12.7,34.9,3.0,32.5,78.4,14.6,36.9,81.0,15.6,39.0,4.2,22.8,"(30.20306799660, -93.2148796496)"
LA,New Orleans,2255000,343829,23.4,24.3,17.3,41.2,69.9,5.5,9.0,7.7,74.7,74.3,62.7,6.9,37.7,31.4,23.6,55.8,13.0,33.1,3.1,28.2,80.8,13.5,34.4,83.4,14.9,38.5,4.3,21.6,"(30.06870099350, -89.9316317895)"
LA,Shreveport,2270000,199311,24.7,27.3,15.7,43.5,68.2,5.9,9.3,7.8,75.7,73.1,58.9,7.5,34.5,36.0,25.9,52.7,12.7,35.1,3.0,31.7,76.5,14.2,37.1,82.5,15.3,40.7,4.2,21.2,"(32.46716188640, -93.7962236108)"
ME,Portland,2360545,66194,14.0,25.2,18.0,28.3,59.1,6.5,10.8,5.8,70.1,75.9,72.8,6.4,37.7,35.7,16.1,67.6,8.2,30.7,2.3,18.0,81.6,11.7,26.2,82.8,10.6,30.3,2.6,13.5,"(43.67798362710, -70.2752544531)"
MD,Baltimore,2404000,620961,14.7,28.3,13.9,38.8,67.4,5.7,11.2,6.4,75.4,76.4,65.8,8.0,29.6,32.6,23.2,59.7,14.0,33.0,3.2,26.3,83.3,14.0,35.6,85.2,13.5,44.4,4.5,20.0,"(39.30845239910, -76.6160492311)"
MA,Boston,2507000,617594,10.0,23.8,17.7,29.5,59.6,5.8,12.1,6.0,75.6,78.4,67.8,6.7,29.1,31.9,17.4,65.9,10.8,31.1,3.0,21.6,86.6,13.4,26.0,85.0,12.3,36.8,3.1,17.5,"(42.31557967770, -71.0916505804)"
MA,Brockton,2509000,93810,12.0,29.4,16.4,34.4,61.8,6.4,13.8,7.0,80.9,79.7,63.7,9.4,25.4,26.7,26.0,55.7,12.4,32.8,3.3,28.8,83.4,16.6,35.9,84.4,15.3,45.7,3.5,24.6,"(42.08207137200, -71.0241656338)"
MA,Cambridge,2511000,105162,5.6,22.6,17.4,28.4,57.3,6.6,10.9,4.9,76.4,80.9,73.9,4.8,34.0,32.4,12.1,74.3,8.2,31.3,2.4,17.7,88.0,10.1,23.3,87.5,9.0,33.5,2.2,12.5,"(42.37581880510, -71.1183992378)"
MA,Fall River,2523000,88857,11.7,31.0,17.4,32.0,60.4,6.8,14.7,7.6,80.1,78.8,64.4,11.1,29.3,22.6,28.6,55.3,11.7,38.6,3.1,28.8,82.9,18.3,32.5,82.9,17.5,43.9,3.5,28.1,"(41.71399075980, -71.0996396919)"
MA,Lawrence,2534550,76377,21.7,28.3,15.1,33.4,58.9,5.4,13.0,7.5,76.9,74.8,58.4,8.7,23.4,21.7,20.9,53.5,15.1,35.9,4.3,34.9,83.1,16.6,35.9,84.2,18.6,42.5,3.4,23.7,"(42.70027722010, -71.1626790341)"
MA,Lowell,2537000,106519,11.6,25.6,16.1,28.6,57.3,6.3,12.1,6.3,74.1,79.6,65.0,7.5,29.5,27.4,19.9,60.2,10.8,32.0,2.9,27.8,84.0,14.3,26.7,81.0,13.5,38.6,2.9,22.7,"(42.63887273310, -71.3217143960)"
MA,Lynn,2537490,90329,13.7,28.2,16.6,32.6,59.4,6.2,13.2,6.8,78.4,77.3,66.3,8.7,26.8,27.0,21.3,60.9,11.7,34.7,3.4,28.7,84.9,15.2,31.6,85.5,15.2,41.7,3.2,19.8,"(42.47833228810, -70.9662372538)"
MA,New Bedford,2545000,95072,13.5,30.8,16.9,32.6,60.4,6.6,14.6,7.7,80.2,78.4,64.0,10.8,28.7,22.3,27.9,54.4,12.4,38.6,3.3,29.5,82.9,18.4,33.6,83.1,17.9,44.5,3.6,27.5,"(41.67126672580, -70.9441204537)"
MA,Newton,2545560,85146,4.1,21.2,19.2,25.3,55.1,6.8,10.2,4.4,76.6,82.5,76.9,4.1,36.3,35.9,10.7,79.4,6.7,30.5,2.2,14.9,88.9,9.0,20.4,89.4,7.4,31.2,1.8,9.9,"(42.33165676160, -71.2084466944)"
MA,Quincy,2555745,92271,7.0,23.1,16.5,27.4,60.9,6.5,10.7,5.2,76.3,81.3,69.4,6.2,30.6,30.7,16.8,69.7,9.0,30.6,2.7,21.4,86.6,11.6,21.9,84.1,10.4,36.9,2.4,14.6,"(42.24929819180, -71.0218764062)"
MA,Somerville,2562535,75754,7.0,23.9,18.1,27.9,56.4,6.6,11.5,5.5,75.4,81.0,70.9,5.9,32.6,30.7,14.9,70.8,8.8,31.4,2.6,20.2,86.4,11.6,24.8,86.6,10.5,34.2,2.5,16.5,"(42.39057388580, -71.1017450879)"
